,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.9643503277305867,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.697411908749023,0.9909827874001443,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7016150627515134,0.7711596210564708,0.9166711759349419,,,,,,,,,,,,,,,,,,,,,,,
3,0.7137536451964184,0.6918735428995424,0.7085182825247675,0.9750746601285197,,,,,,,,,,,,,,,,,,,,,,
4,0.6950523824808653,0.7110960530334355,0.7117667659280568,0.7009860480478887,0.9610754118125636,,,,,,,,,,,,,,,,,,,,,
5,0.30566930025345057,0.3000716990265025,0.3065184635111272,0.3020592337983972,0.30508057547527706,0.939055069114183,,,,,,,,,,,,,,,,,,,,
6,0.7054886514911348,0.7253303206775443,0.7217511493446548,0.707491725906881,0.904058215969849,0.3043689994466984,0.9191578041262595,,,,,,,,,,,,,,,,,,,
7,0.6964108075002754,0.6963019615196879,0.7046367381320089,0.6980859470111866,0.7486078232471847,0.3056537656856145,0.760943769373373,0.8775311961473727,,,,,,,,,,,,,,,,,,
8,0.7569811779572578,0.7201260864206688,0.7219660808432609,0.7244270483255395,0.7079759804507403,0.3021989186211818,0.7141981845503536,0.7124354552337923,0.9232827477958594,,,,,,,,,,,,,,,,,
9,0.7729075685486261,0.7200642958203034,0.7249190432660315,0.7319275521769347,0.7119361324055546,0.30720996598576206,0.7226237694653932,0.7127914569692748,0.7873486154659147,0.8971979339897875,,,,,,,,,,,,,,,,
10,0.8717282718731941,0.7109477612080394,0.6993465377188126,0.7127885634114417,0.6904782451153278,0.30307812687701174,0.7004091689370282,0.6821861642942062,0.7660165348422032,0.769426512144281,0.9971139012280954,,,,,,,,,,,,,,,
11,0.7415489039449438,0.7090425493805138,0.71253691888943,0.7302718533710973,0.7142966392990199,0.30428611014080753,0.7266091706824018,0.7050902105907917,0.7747471142580695,0.7710504809330008,0.7462188425759,0.9975098669998638,,,,,,,,,,,,,,
12,0.7922752392204637,0.7279561861392555,0.717697508284261,0.7224123955398186,0.7053303511842699,0.3046268087527026,0.7156952360032248,0.7099006682662949,0.7988478179119618,0.8484927415352169,0.8000141608043099,0.7820110725339889,0.9590408884217276,,,,,,,,,,,,,
13,0.7929729619231568,0.7247549488962635,0.7095259152271562,0.7314732400812629,0.7133132308111695,0.30440538060315164,0.719967135801665,0.710096270737377,0.8071312439067081,0.8356240345616232,0.7968453666677012,0.7877314037105586,0.8794189029438285,0.9186779877401574,,,,,,,,,,,,
14,0.8000130093941015,0.7238008929504468,0.7125686301892726,0.7222606814164557,0.7041417598094962,0.30716931272085873,0.7139618226226471,0.7086361227743033,0.796352300546016,0.8263315273046739,0.7957299175423571,0.7810661375478433,0.8839894961710839,0.8721410237064378,0.9669592676018803,,,,,,,,,,,
15,0.8606540181806931,0.7004445745300689,0.6975392360204018,0.7113556918489918,0.6968471836343042,0.30891978136509113,0.7028398445171801,0.6926197199429045,0.7427913464253464,0.7706778276585654,0.8621387023006761,0.7330067681555409,0.7784208116799656,0.7775890463112708,0.7887122861171884,1.0,,,,,,,,,,
16,0.765793733595287,0.7224244909109719,0.7163348447237968,0.7285516960341315,0.7043473114992426,0.30332037807288326,0.7130265927169918,0.7006851562858993,0.782934853133545,0.7945093981323821,0.7750159099770304,0.7745941473619865,0.8310938461152402,0.8389833618930795,0.8258059076598009,0.7627285786109316,0.9944928629930926,,,,,,,,,
17,0.8590989779764261,0.6870846053758441,0.6979131422425611,0.7139253139941124,0.6939868594991951,0.3054310632180968,0.7062191884683335,0.6911794563056752,0.7511200653788588,0.7666226884853828,0.8502049890951417,0.7388349725742618,0.7901352157879921,0.7856050304276014,0.7936739370872767,0.8610826683029531,0.7629620718853208,0.9561911850733326,,,,,,,,
18,0.7367283237428305,0.7003486974661084,0.705888270139572,0.7075204916228399,0.6896819920255148,0.3078351378617239,0.6998027327583936,0.6941395338893335,0.7697254028444099,0.7732678294034495,0.7288168649425076,0.7517960102772193,0.7743069445915253,0.7770865829487108,0.7766805194698492,0.7387912906976073,0.7724517152198282,0.7465105730373591,0.9315123884593537,,,,,,,
19,0.7485177082274674,0.6975799248945606,0.7030539030474084,0.7166664543382312,0.6967055706631351,0.3095521588346258,0.7061503800807618,0.7007160875301516,0.7745468861835196,0.7717446617440343,0.7487183455770996,0.7689750521042223,0.781239065016376,0.7899071019108053,0.7886353960592839,0.7455336051807417,0.7707227935491642,0.7414745594927536,0.7712812433543358,0.8740594390644482,,,,,,
20,0.865901510875119,0.7080345643389462,0.6915971465683577,0.7074169131832466,0.6899699154013612,0.30211791866818855,0.7005559999745284,0.6851455604890099,0.7660292738072291,0.7693837824801065,0.8793186270083713,0.7395947508590843,0.7882029806119015,0.7909551058156589,0.7886839324672408,0.8617641806566242,0.7682203214864649,0.8586604690199062,0.7272276447152055,0.7351062214833936,0.9738286068648433,,,,,
21,0.847461742349073,0.7036937632028449,0.700362137583001,0.7196825350903802,0.6978217405916866,0.3049399595010765,0.7071102680254127,0.7006308553320243,0.7610451302971789,0.7832603262246368,0.838216915943481,0.7553518605352693,0.806579930292561,0.8000128354432067,0.8074154032284769,0.860617095594986,0.776462044917284,0.8476194162418591,0.7388289220862367,0.7529219595556126,0.8504756955446403,0.9348609338546677,,,,
22,0.7544917708619479,0.7089976626589047,0.7053394900705114,0.7162920663609447,0.7084312089186424,0.3102540656065706,0.7229775151575193,0.7122042939081443,0.7800571535787354,0.7953438345455379,0.7575447706435686,0.7887107556193198,0.7936656227163715,0.7964996041051274,0.8021063057806148,0.7560843030447281,0.7879376915706735,0.7566284627938437,0.8085883585370891,0.8017356510846488,0.742832748035718,0.7651801015454999,0.9429028724410959,,,
23,0.7537490693581941,0.7174425922498259,0.7055531341568753,0.7172752395427424,0.695456690359867,0.302428491750799,0.7057686242147971,0.6940986360322072,0.7941918362202703,0.7863540102200672,0.7641077959156007,0.7740770225920973,0.8014796368380731,0.805909658516445,0.8016415392053767,0.7363650805179488,0.7879065906786415,0.7502765630306436,0.7710598699978023,0.7639866065364294,0.7603111578087475,0.7587924394159589,0.7778564315523936,0.9464119018110232,,
24,0.7328227540396322,0.7005532026731385,0.697899799536205,0.7090086139273579,0.701835065698982,0.3059838059282843,0.7061360401930311,0.7029655490080302,0.7722852834441959,0.7563178420699053,0.738679126876935,0.771532571551833,0.7676142903600381,0.7698735349229654,0.7700021351864,0.7380320501230896,0.7611359643465915,0.7434383987529583,0.784514726621132,0.7596713787286264,0.7308433989679356,0.7471177119096488,0.7972173307708565,0.7669935812336603,0.9763402549125739,
25,0.7487378291742055,0.7144636603909424,0.7114391596368875,0.7207456185639074,0.7040725769968106,0.3069241545731433,0.7135300124294066,0.7031018842134281,0.7811684496972322,0.791147552519748,0.7590765502730357,0.7917026880701499,0.8004072211632319,0.8066952222579096,0.8044424713082,0.7546341408225344,0.7895224915262398,0.7459430067051147,0.8045795309535525,0.7895028750690162,0.74706546396911,0.7628778792308583,0.8336294664232348,0.8005397333842442,0.7983025878238108,0.8377905195174088
