,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,0.8949842988865032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.6443565481653232,0.9392043878305139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.6040674574664362,0.5854505780114972,0.8901554159575068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.5976216341125731,0.588439827083344,0.727737332365508,0.8576178351267827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.7461401334784444,0.6438549335284016,0.5971313019702369,0.5991341442877094,0.8617675359075644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.7119514776810573,0.6334049793200138,0.5885754648092707,0.5900111004940964,0.7248688360717115,0.8859143905877891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.6437255884566996,0.6604493935422308,0.5906880533582696,0.5919873363155961,0.6406910673292753,0.636779913879908,0.86099180551955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.6735556125282155,0.7222123553389699,0.6062723216600995,0.5946208071103772,0.6761659141646594,0.6515738385969181,0.7164174055902096,0.9523263845320132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.5202149445015444,0.5214863314374403,0.5277427689912617,0.5281132310673126,0.5211727656081923,0.518475338066062,0.5219907165473481,0.519965066862173,0.9638846659512937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.5186826349610878,0.5302163511454299,0.5292551551674048,0.5303433305740103,0.5247422016982979,0.5247342774989883,0.532089816841794,0.5293463978430895,0.6565509479198549,0.9093799118989936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.5243858230248508,0.5296056641612773,0.5350437551849153,0.5298957499847995,0.5257225460201841,0.5228626125586381,0.5257496405998755,0.5293614650032418,0.6563176497925144,0.7297398289462012,0.8957306071431365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.5957459279527229,0.5963546928844419,0.6383902460849029,0.6268711323776136,0.5917074599804772,0.5880121069990498,0.5950877459519575,0.5994178456343697,0.5254844347456317,0.524650679836483,0.5274575251626872,0.8741511728371714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.5272405587838374,0.5334276187068114,0.5287160835960399,0.5309560026386047,0.5232702858669194,0.5165867920681371,0.5224193313175457,0.5266180558377027,0.7238116155356095,0.6797288063525716,0.6666183373951067,0.5294913606319575,0.8966100346104107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.5862239813437073,0.5827597348431717,0.62499121961985,0.6276620306154886,0.5841526905471653,0.5884641657703849,0.5815056315619265,0.5961626278862038,0.5195075531749908,0.5276288643393664,0.5242878869203118,0.6887946169250935,0.5197203324605308,0.9877229747943458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
