,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.8990774285298024,,,,,,,,,,,,,,,,,,,,,,,
1,0.636889226381604,0.9006454066182676,,,,,,,,,,,,,,,,,,,,,,
2,0.7006685923467199,0.6193973453644671,0.9587879122002475,,,,,,,,,,,,,,,,,,,,,
3,0.7788802098350023,0.626309218821466,0.6937034952418977,0.9112051665698955,,,,,,,,,,,,,,,,,,,,
4,0.7681473276784248,0.6393088201054978,0.7041539300738984,0.8077165592561503,0.9538717425680067,,,,,,,,,,,,,,,,,,,
5,0.7081406072783079,0.6166245495521159,0.7007120388228014,0.7363715608075513,0.7240824362701147,0.98793166385238,,,,,,,,,,,,,,,,,,
6,0.7181355744588142,0.6417054609415536,0.6772829075210081,0.7246867613150583,0.7198154954681152,0.7281759547523272,0.9422259452750897,,,,,,,,,,,,,,,,,
7,0.732894581597384,0.6396720733363342,0.7076386847524262,0.7436647620120529,0.7367604962118235,0.7243337669942396,0.7308827915129708,0.9508629679823075,,,,,,,,,,,,,,,,
8,0.7165288757894196,0.6271823558001768,0.7102616621653345,0.7361101714110696,0.7471049105629032,0.7752545895898573,0.7273265923569789,0.765538069136854,0.9477531802093684,,,,,,,,,,,,,,,
9,0.7235949585878415,0.6327852257798993,0.6969187913561304,0.7439725245416104,0.7492455061386215,0.7722483120206718,0.763478900841759,0.7303956569252935,0.7715820359643143,0.9622985376365288,,,,,,,,,,,,,,
10,0.6918992153728577,0.6244594291676246,0.6693179431841748,0.6939827282309126,0.7062145667777214,0.7250270618492431,0.7059206724945203,0.6916615231655949,0.7276892714040752,0.767664592619381,0.905499299529568,,,,,,,,,,,,,
11,0.7318064615890039,0.6256639283487406,0.721173858591094,0.7425089106285825,0.742390236305633,0.7915145633827037,0.7428468495689527,0.7527893987396849,0.7988530935689003,0.7862385347285303,0.7304576651879485,0.9451977102659371,,,,,,,,,,,,
12,0.7252813935652278,0.6346977122430486,0.7245388705820868,0.7368196965407706,0.7566791891930782,0.7558697670949689,0.7336974909632404,0.7562124045572012,0.8043240051768805,0.7671337413501328,0.7200218664120787,0.7996534170605777,0.9234886845066883,,,,,,,,,,,
13,0.7097285651770797,0.6171128515138519,0.6912919252853483,0.7216877759195676,0.7371326432121869,0.7636847235897016,0.7121740276321897,0.735588268868685,0.7816588320961229,0.7417518234228532,0.6912204486181889,0.7818597418598661,0.8225198473045298,0.9118880533532341,,,,,,,,,,
14,0.7051580431134549,0.6286668147693002,0.7188033412333527,0.7493971814358478,0.7393242884910732,0.8056373286408186,0.7256421585140426,0.749437213490061,0.8119116123669287,0.7916915105767118,0.7253930542225373,0.7844021970687783,0.7816731976201347,0.772159731207353,0.9773316485797631,,,,,,,,,
15,0.7215392247694637,0.6052642536885994,0.7023198416043361,0.7160267710950023,0.7314866703529239,0.7940509750442208,0.7154607088004187,0.741933785161822,0.8106560760117919,0.7506600992402028,0.7060103199597835,0.7765723250884478,0.7796047800836717,0.7905261599617579,0.7945364419808199,0.9977129235484419,,,,,,,,
16,0.7109498608025719,0.6134948391502528,0.6999241375463959,0.7221513039883193,0.7203216607641488,0.7982132818779016,0.7193011626818784,0.7343769231377343,0.8141553122520697,0.7667275874515886,0.7102264563484096,0.7746327414075498,0.779967355368512,0.7886411254813298,0.8131102752797301,0.8220818418650693,0.9684152404007214,,,,,,,
17,0.7285896245807936,0.6295568870928259,0.7187182743986206,0.7477707935376087,0.7481887736130554,0.8053287830743656,0.7365538711666663,0.7672094052658706,0.823983758913615,0.7921124654496082,0.725212129359865,0.8052044158228767,0.8008384774609124,0.7916112827892953,0.8387688090380531,0.840256929678164,0.821510767940535,0.9810736209731883,,,,,,
18,0.739524503676074,0.6286087796776829,0.7029987598427585,0.7521402182519923,0.7547786419100079,0.7821191487717273,0.7497526078926549,0.770846339865612,0.7971057679976227,0.7905987402996443,0.7233231873789354,0.8102134553068676,0.790284828100189,0.7772355831215616,0.7908177898704398,0.7959788623092333,0.7967086780213779,0.8074240854803526,0.9357031006853163,,,,,
19,0.6845916210876155,0.6219211740963797,0.6986415888134038,0.701032750665573,0.7050531529996014,0.7772617899330898,0.7095159511190369,0.7187325147945327,0.7748365296984651,0.7437249295759416,0.6913485948800373,0.759504217183959,0.7656059204548249,0.7667035135412874,0.7974458543372118,0.8139134771889406,0.8048647431376493,0.8202755602947855,0.7762886019963868,0.9689481905406594,,,,
20,0.7713362816091215,0.6387942306290928,0.7126199609292815,0.7847481956578064,0.7897187829181274,0.7787714166392818,0.7744518120227092,0.7927643938413869,0.8210203746605934,0.8459063804279641,0.7560386995737671,0.8104247402259874,0.8264810801117903,0.7776115394779566,0.8046392490362271,0.7974080910509281,0.7826287530104965,0.8257489043963162,0.8285586501525138,0.7628460672925577,0.981223939518706,,,
21,0.7562845246896813,0.6432018053348202,0.7310349020992948,0.7701324032492685,0.7717781530815523,0.8062927008218017,0.7729802207362336,0.7853870782853253,0.8198893586157153,0.8252588328732413,0.7490478951289156,0.8300013436888054,0.8037283388709369,0.7789040616685422,0.8272360059381529,0.7979600643660326,0.7989035194033122,0.8419013655509465,0.8395871450506144,0.775307530054298,0.8604930565931216,0.9309659177661728,,
22,0.7082941989043939,0.6174005040296744,0.6891630559841424,0.7214968966877504,0.7190374315354127,0.7966483541255425,0.7223930979425809,0.738322525436188,0.7949419886550828,0.76775967552309,0.7107265285221354,0.7721528815777661,0.7811560353309338,0.7832652833632109,0.8266467215310817,0.8243195853802994,0.8180705358451543,0.843239587241419,0.7945081724406111,0.7870666312167572,0.7843270179602799,0.7965073144569699,0.9923619510749081,
23,0.7368233393054406,0.6365459894121803,0.7198284535210231,0.7485766165623515,0.7486744591942224,0.78402260366089,0.7430668099211165,0.7641771872753299,0.842041338220466,0.7905317102758488,0.724706781090425,0.8023170940498886,0.8245622796418541,0.7834187783130863,0.8164507199529378,0.829966881644675,0.8178141676415586,0.8699277898148847,0.7996189990219982,0.7909492129929903,0.8110130289319828,0.8341882355709224,0.8411671009738347,0.8564783519446357
