,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.921654837603183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.7130474147279776,0.9472293474828195,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7586431865066128,0.7151411882062952,0.9392772781686997,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.7079592653390554,0.7034034546827471,0.7680236958338905,0.8998905866296124,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.715926756910109,0.699128615305875,0.7516320812514039,0.7364413791708254,0.9378010919397499,,,,,,,,,,,,,,,,,,,,,,,,
5,0.7241043685599733,0.7104468238603515,0.7510176414157922,0.7217529591564719,0.722178669565194,0.9191814833252562,,,,,,,,,,,,,,,,,,,,,,,
6,0.7386536253368382,0.6874519147796047,0.7584555249378497,0.717143697435215,0.7239093254682636,0.763021979352187,0.8732604054478548,,,,,,,,,,,,,,,,,,,,,,
7,0.7738517287965547,0.7007815706671713,0.75129495085139,0.7132307570282648,0.7135313696948623,0.7328608835907541,0.7417507192837064,0.9864842596739027,,,,,,,,,,,,,,,,,,,,,
8,0.7723657721540567,0.7151002750723673,0.7852911338020819,0.7251756179773301,0.7434976066610927,0.7430046699363053,0.7452608409408426,0.7697974100387768,0.9870428037930679,,,,,,,,,,,,,,,,,,,,
9,0.7802821790484312,0.7121989214731845,0.7817765756320901,0.7112482486313281,0.7318964789700771,0.7411736353019973,0.7435613816184097,0.7657944013892962,0.8603685051257913,0.9082568807339451,,,,,,,,,,,,,,,,,,,
10,0.7535230644703422,0.7155288316327583,0.7680582457044672,0.7207632724010892,0.7334247781032042,0.7441696517171975,0.7397562797718689,0.7538289783985737,0.7882961178175248,0.7909690852827977,0.9280094348424283,,,,,,,,,,,,,,,,,,
11,0.7651991538600054,0.715349539137092,0.7707331554703408,0.7172573570546352,0.7387495407303448,0.7439731526769104,0.7580722426589497,0.7758486390870698,0.7930832211164739,0.7997118753637342,0.7875889400266805,0.9258611278533109,,,,,,,,,,,,,,,,,
12,0.7813380872499261,0.7064205104667566,0.7588389516470286,0.7132064273866325,0.7187189369054362,0.73113263643099,0.7393444826928237,0.848348603312029,0.7843076126040998,0.7814182141647508,0.7596416159449129,0.7754528359532341,0.9556125106796608,,,,,,,,,,,,,,,,
13,0.7790533268016289,0.6990834691223167,0.7534791469878246,0.7044686486802447,0.7170865864927398,0.7251422778547075,0.7424388693709528,0.8364427222967644,0.7715202032714485,0.7715012313754029,0.7492343935867154,0.7716981732540223,0.8505730260214264,0.9002733764680109,,,,,,,,,,,,,,,
14,0.78364370252554,0.7058679637488439,0.7605366909550106,0.7163140771064777,0.7162846173285665,0.7339585741001967,0.7474262408589282,0.8136721891495877,0.771849084111291,0.7681404677416641,0.7458500265200636,0.7748545758989627,0.798429552950272,0.8057965360540433,0.9211568241112957,,,,,,,,,,,,,,
15,0.7765515306386844,0.7046015168497958,0.7653028137441735,0.7224820291947359,0.7290017552384706,0.7300008413623232,0.7508263494326463,0.8412757108454656,0.7858184498528172,0.776381602622304,0.7523785267042841,0.783522041506737,0.8086824742126985,0.808064494659775,0.8480252940063366,0.9241479812463351,,,,,,,,,,,,,
16,0.7330260907283346,0.6909251715423,0.7413216259837648,0.706895382972473,0.7215404036992793,0.7205313916469488,0.725658243215124,0.7554301896770184,0.7569479665244726,0.7726529854587514,0.746020748976301,0.7558029167650507,0.7514559886850162,0.7462703971100457,0.7693262258844613,0.7709527467545187,0.878100945410854,,,,,,,,,,,,
17,0.7899913131123928,0.7086013346147811,0.7617852916660544,0.7120150559476204,0.7293886704056781,0.7278024158626596,0.7370587348046159,0.7829522192984424,0.7906475580592645,0.7946951865844728,0.7577245153756197,0.7826555791947127,0.7822381596786334,0.7838816203208895,0.7834611096138223,0.7935643446684418,0.7568055738111858,0.9719113972812815,,,,,,,,,,,
18,0.7963712180978989,0.7069559787074576,0.7800314711904816,0.7232134747949938,0.725019620261935,0.7301196940744713,0.7574126468747993,0.8039022188378353,0.8323227875099809,0.8433196715255288,0.7831566128483857,0.7972189352698738,0.8118589332213566,0.7984831366284023,0.8068207516525849,0.8089453943921733,0.7794643748536066,0.8214229773944861,0.9922056880301792,,,,,,,,,,
19,0.7760517985665036,0.6931792947087394,0.7528593752463685,0.7101325473618697,0.7094452525194186,0.7275348517074973,0.7309922409393101,0.7728109696330349,0.780150864977756,0.7763264843364516,0.7436736232918907,0.7598614673127569,0.7670233823405753,0.7549845449939473,0.7886756964415119,0.7947207480745838,0.7366681297858025,0.7738924682279761,0.7986236333045115,0.9391921818321963,,,,,,,,,
20,0.7582565100321482,0.6994338692953451,0.7517368167768306,0.7087067543829318,0.7123497237117693,0.7163572176718814,0.7344254635894515,0.826580021394821,0.7643212268781037,0.7604140238554292,0.737257037159107,0.7565107785976901,0.7851027346595155,0.7823870572452433,0.805123923148004,0.8221501102050845,0.7501719955923024,0.7676888044607502,0.781105199355469,0.7744295320936927,0.9889062846106086,,,,,,,,
21,0.7842815285263871,0.704351884094735,0.7583961620163808,0.7143616012153968,0.7227159667739832,0.7326915049361399,0.7442228889156348,0.8345624175241757,0.7843985729622932,0.7778991486033185,0.7502895643007435,0.7752979867385326,0.7991783144849827,0.8123272389301863,0.8586011160793617,0.8663117305281832,0.7748446771364433,0.7900099272126391,0.8119043852615835,0.7821879118332256,0.826825704070831,0.9396727263343218,,,,,,,
22,0.7649384856841068,0.6995252864566176,0.7496499173193837,0.705272796467743,0.7240443857884463,0.7213529128343061,0.7346590436437097,0.8058458714370468,0.7609770615821441,0.7612737645335848,0.7284490170070107,0.7514758887333243,0.779507159550874,0.7842210440899785,0.7934375484998669,0.8177145934931744,0.7554889861343451,0.772288328607279,0.7916815016877021,0.7636855898465507,0.8071086338809912,0.827102383407499,0.9777193652938874,,,,,,
23,0.7738646076575253,0.7018182713267014,0.7745811329033226,0.7173357099628976,0.7238300159846459,0.7254852862469559,0.7455983729126915,0.7990152659252492,0.7892545342016922,0.7884185761741163,0.7546070479463393,0.7804242089809265,0.7874979758266957,0.7823399423778845,0.7927782020377308,0.8187996864740062,0.7428206538654683,0.7894994407774846,0.8198297073000334,0.7729405134054159,0.8002517423547417,0.8136567090863974,0.7892805813350957,0.98744308824954,,,,,
24,0.7789148563432697,0.7171489857521619,0.7643625841706747,0.7303590520703882,0.7228436664199958,0.7379362083553774,0.737139082546887,0.7886451886210653,0.7829852120165952,0.7803223604054637,0.7583040076846777,0.7721391383945733,0.7839192432438823,0.7858562770055995,0.8216125970322867,0.8151734102333695,0.7548975876579592,0.7915514601141977,0.8088309048980513,0.7723930281478155,0.7689266603107563,0.8088656320868313,0.7714852511708596,0.792066309993699,0.9651462880463516,,,,
25,0.8156350482271368,0.7044411138260234,0.7699762209637904,0.7132870811449799,0.7327781975050379,0.7476341424129072,0.7560730326271008,0.8081800585701646,0.8139859070973765,0.8170450572107496,0.7723492821761473,0.7962416685748943,0.8149957005501581,0.8033443074458287,0.8148873718943628,0.8285435932982425,0.763208767423843,0.8079859027304863,0.841059038108872,0.8024427829452401,0.7816466629165587,0.8199956912878823,0.785897472019783,0.8156294474342722,0.8154536192981136,0.9510703243133938,,,
26,0.7956043241618197,0.710243360475461,0.7660338549380655,0.712939952950343,0.7255283864059306,0.733547876694042,0.7414090132361691,0.8173397656768883,0.7910892455210943,0.7928934979480985,0.7687995115609763,0.7886765071767315,0.8266492663265297,0.8156678520874125,0.8130673033039058,0.8182451000602841,0.7540258760354509,0.7956041643272158,0.8189910120806885,0.7906006268893547,0.7839737998893317,0.8141450440102165,0.7913272447270866,0.7901835993977195,0.8077436711877952,0.8269176369908862,0.8576663939541309,,
27,0.8084355823552507,0.7032814826394137,0.7796299205462601,0.7220655886469534,0.7241572379680834,0.7392432260803815,0.7458172664105873,0.8368761007950409,0.8035859837030066,0.8181636395530467,0.7557887636334035,0.7888861693196206,0.8080243481557507,0.7960463625325688,0.8336965793401119,0.8432897104003886,0.7498430433305074,0.8014569734242942,0.8404061793234684,0.808526157225417,0.7974583773343337,0.835782905838188,0.7948833909904897,0.8339485059683848,0.8266585163719189,0.8510097497780151,0.826918134851287,0.9150943396226415,
28,0.7823064052460244,0.7087954252208731,0.766544547034175,0.7105001297074964,0.7260396551046345,0.7349855766382372,0.743591949047282,0.8231698889994442,0.7917391041760642,0.7888364919513151,0.7543610127206651,0.7768771396136127,0.8067547300124758,0.7971165775362695,0.8025348517824029,0.837738227028431,0.7540349213390892,0.8017517854219257,0.8181238396655521,0.7848417363735903,0.822653097609084,0.8491075505157651,0.8073664022335316,0.8268157145403907,0.7933505819036463,0.8297157323378492,0.8042205354635016,0.8455922502631064,0.8634878906853671
