,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.8370480853942275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.7021797835202783,0.9845785535723369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.5267898908802081,0.5266337885087333,0.8844920157477439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.5296905973781885,0.5317127726373478,0.6819801980976752,0.9133950081559994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.31183017587836387,0.31382548898813994,0.31206385709718576,0.3071990642120033,0.8733291509018191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5310320223158882,0.5264698563622309,0.5878328095840444,0.5890236462635915,0.3105282623745038,0.9064875843144691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.5369382374397086,0.5312469788773371,0.5867682053673644,0.5793523308636683,0.308270042079718,0.6513016559339271,0.8092609928680028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.5391648301934716,0.5375160832080181,0.5198404061627606,0.5154291004647752,0.3097886174560014,0.520675754853862,0.5209604601298929,0.8500041956131268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.7372429919330231,0.711671406189075,0.5260886234614507,0.5260800059194906,0.30684255528107107,0.5316853439643034,0.5270553772131169,0.536986040834315,0.947822891477911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.5282589635067207,0.5333482719364753,0.58989604266388,0.605404740728316,0.30872057640326805,0.6430415855763603,0.6623320448422344,0.5218741704931602,0.5260469564388505,0.9559288536572688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.5333045007917105,0.5306712894030611,0.5858617976553157,0.5951832619183616,0.31139252316320676,0.6683460707404165,0.6745601925095808,0.5222906607159848,0.5285605011152056,0.7030069718097957,0.8978645079436841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.5271357620448919,0.5364607622190871,0.5177127963732474,0.5263419077365274,0.3087923764061982,0.5243163256238448,0.5199547808143038,0.6385068625345816,0.533598179038615,0.5230573836524764,0.5253886047550868,0.8887016550949205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.5278998227899643,0.5345316242548523,0.523551026128343,0.5301063305203653,0.31089865285196466,0.5253658092731314,0.5220211275867349,0.6343013978693324,0.5288975689093781,0.5269026503994606,0.5262749257199885,0.7529896110741011,0.8690543541505779,,,,,,,,,,,,,,,,,,,,,,,,,,,
