,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.8831461966673869,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.7808336704392826,0.9253603449982668,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7084226772382665,0.7156610049907656,0.938264926729021,,,,,,,,,,,,,,,,,,,,,,,,
3,0.7245696214503131,0.7377425702763566,0.720689315104674,0.9643842180808275,,,,,,,,,,,,,,,,,,,,,,,
4,0.7408685576304376,0.7245199691428439,0.7933046724897893,0.7407242218411371,0.955371250806541,,,,,,,,,,,,,,,,,,,,,,
5,0.6947152325492193,0.7131766642092303,0.7082784425879259,0.7074665742268087,0.7607622609024152,0.9041818316385651,,,,,,,,,,,,,,,,,,,,,
6,0.33351612552867516,0.3313954740070118,0.3335744912302384,0.3289035242336081,0.33072490698040646,0.33052458744542734,0.9681234249251253,,,,,,,,,,,,,,,,,,,,
7,0.7207543180404747,0.7175131644873367,0.8669394600043897,0.7136805352120935,0.7872470145004307,0.7102547169285114,0.33500759652529893,0.9053334072564381,,,,,,,,,,,,,,,,,,,
8,0.6108700850112141,0.6132265323838888,0.6055430116588768,0.6123023027261233,0.6168647864403922,0.6114466407784127,0.32105085094803115,0.5965196476426401,1.0,,,,,,,,,,,,,,,,,,
9,0.7186219717268275,0.7223871088360911,0.7005359393003888,0.7087324830836126,0.7231642720581739,0.6978983297042956,0.32765444480735006,0.7071375619745417,0.6116155296499796,0.9028400593538747,,,,,,,,,,,,,,,,,
10,0.7094642022157511,0.7027993902373905,0.7025296190405748,0.7085794244210889,0.7246924629429644,0.6920579964153923,0.3282509024334449,0.7000023312198832,0.6076302460008354,0.7884036790620499,0.9039390386671857,,,,,,,,,,,,,,,,
11,0.6907903323702151,0.6966695203503335,0.7008675704878824,0.7048512539786841,0.7131488269468391,0.6889537661892614,0.32129540644962407,0.6975109670917966,0.6237390525059128,0.6906099787948031,0.6919203164126787,0.8917820597570254,,,,,,,,,,,,,,,
12,0.7318096000525893,0.7138831606965226,0.7144935294510779,0.7094169184672884,0.7306249680663253,0.6929256244355386,0.3342762016198428,0.7140803819353788,0.6089535656510102,0.7187169756456278,0.7214747195170652,0.6940083807305525,0.9879806069648331,,,,,,,,,,,,,,
13,0.7061317101943461,0.7205610999864642,0.7026682093162121,0.7217295656994317,0.7337218496641638,0.6997042618052249,0.3262933715563277,0.707947642950993,0.6132739116148374,0.7158690743446132,0.7117419512132177,0.7030795963501695,0.7319138269874481,0.9700405296360323,,,,,,,,,,,,,
14,0.7085989340388087,0.7210314447866242,0.7083274541356774,0.7171688083403428,0.7317624721046334,0.7024662717347063,0.3285902007541339,0.7048002923940901,0.6119287992092278,0.7165183293424842,0.7130696333833588,0.695363261737219,0.7286014807583934,0.866817787358998,0.9894773963985972,,,,,,,,,,,,
15,0.7483198161820137,0.7154031338918371,0.7160221505070212,0.7265432976355258,0.7445865845811451,0.7031790941113217,0.3326756366755664,0.719439865279303,0.6091816374275713,0.7277841372564956,0.7231802346204386,0.7078675708864106,0.7486696831965827,0.7251179457619663,0.7294147542149358,0.8907085101637834,,,,,,,,,,,
16,0.7381549236082613,0.7194371622331635,0.7261521598799731,0.7326821337756158,0.742547923829787,0.7042501513215071,0.33747771031740204,0.7247349790091104,0.5928926107361233,0.7313366607702556,0.7307506878018579,0.7057398830792492,0.7622555093460548,0.7295091113377886,0.7392054123954377,0.7743509034556925,0.9364320727268027,,,,,,,,,,
17,0.7376281216997775,0.7321283773046151,0.7116741235528665,0.730917340488063,0.7483617074971857,0.7036559347034179,0.328358915200804,0.7165903382854433,0.618600144478016,0.7495777511407969,0.733930555062562,0.708900871210296,0.7588498972650765,0.7445893314695844,0.746295942893221,0.7614577306943237,0.7555589596292559,0.9938198682565093,,,,,,,,,
18,0.7473869547360412,0.74779934920768,0.7290400589886873,0.7524250975377659,0.7650836404754776,0.7129050435956459,0.33020373188878044,0.7240756462996262,0.6095180283778413,0.7463922110703625,0.7477347322520389,0.7152086844839738,0.7540894859251939,0.7503108423721606,0.7412961686158804,0.776638899814104,0.7759872104272411,0.8453067076752744,0.9868436644541154,,,,,,,,
19,0.7485204717227282,0.7336668244836999,0.7301554587187169,0.7414134940099543,0.7552004681633169,0.7085300269901808,0.32982692802419555,0.7241517599471579,0.612647995610728,0.7394778444047466,0.741686180003201,0.7123098215314753,0.7477942375156081,0.7502528764892838,0.7461123596085404,0.7709078001478263,0.7690413350589411,0.8359872694514529,0.8760719011477037,0.8827808582347516,,,,,,,
20,0.7450213794568304,0.7340460609366574,0.7176800942471689,0.743599965793043,0.7573955306914012,0.7158995442730859,0.3305902920837245,0.722190876682713,0.6104285672101688,0.7438032826379037,0.7387466258179475,0.7202926161653517,0.7537623616253911,0.7645668964729352,0.7586567467893935,0.771535643392885,0.766091240664597,0.7779296058638052,0.8057232245142665,0.7970219351605563,0.9308616270813068,,,,,,
21,0.7271546338123993,0.720586494675606,0.7138872643782582,0.729802684259781,0.7304635313515968,0.6995662330221726,0.3306703875600708,0.7207451424847439,0.6050866700178718,0.724039764764981,0.7289147021366545,0.7048143806852043,0.7394693321095677,0.7357069612542099,0.7295519025700229,0.7917330497596761,0.7536478100513249,0.7561159306001507,0.7611065166879254,0.7647049888371541,0.7645149852430684,0.8781247252605345,,,,,
22,0.743603463272329,0.7365189867161754,0.7360572062662497,0.7499261231223626,0.7534192722815461,0.7201729591540704,0.3296300615949768,0.7239773981148422,0.6087351713873133,0.7619145922977247,0.763324983607615,0.7197807079913984,0.7636404524995766,0.746061553358552,0.7382143257941081,0.7955935965628929,0.7846465667297626,0.7963859288783557,0.8247564874439914,0.8198194745781819,0.8237606613309018,0.7768510643679924,0.9910606335542773,,,,
23,0.7299111492763124,0.7158956063933407,0.7185334251571612,0.7432397443784776,0.7438548939575385,0.702123319170797,0.3302244376731522,0.7095257735779836,0.6099222830662466,0.7447906565613759,0.7520681213293063,0.7159107864891859,0.7440632242848322,0.7375238823114936,0.7223053572137079,0.7825589029061607,0.7809462343336834,0.766132495376597,0.791877252930578,0.7929410421293765,0.7938990481966323,0.7897721970660757,0.8137876207044169,0.9391590305633222,,,
24,0.760053524834774,0.7424806645341553,0.7278442309864884,0.7506570703200367,0.75642816991328,0.7137554614690549,0.3359252262133416,0.7293075346753609,0.6058802435065558,0.7376796990079799,0.7391009174505143,0.7101165481321365,0.779512849209479,0.7574136083222732,0.7536532881010821,0.8293791773193142,0.8057941085759276,0.785057122105394,0.797354110953185,0.7972479866979176,0.7939903188063119,0.821761405009394,0.8042548730576045,0.8056801990326723,0.9512651592491239,,
25,0.7400590247094536,0.7328027406141167,0.7314075796130947,0.7388354070441325,0.7519827758870877,0.7148876242174919,0.3340925685010445,0.7312702798957608,0.6059460575726424,0.7432237532594037,0.7382786331588197,0.714919749808657,0.7643124234727374,0.7469690302720655,0.7317520760087317,0.8006647436639733,0.787078330062135,0.7795890549263617,0.7930850238741176,0.7935285540170597,0.7839458717789443,0.7793562040179803,0.8257765928988402,0.8291957507574931,0.8239283106891709,0.8528098583108366,
26,0.7480263387582228,0.7409253044746967,0.7233050173197049,0.7488806544173344,0.7553686899225468,0.7061834417513527,0.3311622702382359,0.7230812023857578,0.6054341991055725,0.7456436481946949,0.7492034873611643,0.7124501502312598,0.7515895042620584,0.7460347852151277,0.7432835979711119,0.8287224086604413,0.795066250157938,0.7789855462933908,0.804511839790623,0.8029570027403666,0.8042395828694004,0.8231160712351562,0.8143917106406612,0.8187664508363994,0.8584721148993018,0.8325881905548205,0.8757130150883793
