,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
15,0.7314995338651622,0.7911916073734387,0.8216651063122918,0.7945514894345392,0.7912192417426825,0.7845997660282201,0.7915404498277077,0.8068373936470902,0.7967422039893676,0.8260791852302859,0.8089030618295314,0.8258744765587825,0.8181245246047041,0.8140991523900112,0.7888391777134786,0.9494897578488347,,,,,,,,,,,,,,
16,0.74534008289641,0.7575558206238346,0.792503624408293,0.7696705516493617,0.8009248121334057,0.7984627424604521,0.7875453002535774,0.7982768182195876,0.7871245530137861,0.7997083852380448,0.7779449324673061,0.7798528755063594,0.7975391672953778,0.8124118097779695,0.7876547473655142,0.7883318442793817,0.9060190432783745,,,,,,,,,,,,,
17,0.7526895935205131,0.8075498328597437,0.8392885422150592,0.8112471526077423,0.8326944658993164,0.8180760778035937,0.8341276954230947,0.8151458658377398,0.7929529535992894,0.8536054281384257,0.845176675995309,0.8397839351366294,0.817446855929579,0.8359883352213002,0.8193543362973615,0.8497990563515966,0.8071125773968522,0.9979125420172794,,,,,,,,,,,,
18,0.7518270407297325,0.8133992855692326,0.8487608502501045,0.822830581834539,0.8421942285658265,0.8156468965326265,0.8378597827993756,0.8141277022488651,0.7967957138193621,0.8776415634616437,0.839119645058991,0.8545536225864403,0.8307355116944436,0.8441953349255205,0.819705132278552,0.8582602274418744,0.7966369483435318,0.8917270349668174,0.9337316598333419,,,,,,,,,,,
19,0.7262940405648869,0.7680710476933821,0.789176261284276,0.7803694947372581,0.8282092811325779,0.8148667068756824,0.8024631197231671,0.7898864544676357,0.7814212677419017,0.7982160585948389,0.7960502758513021,0.7832719970771556,0.7845991079703168,0.8068146144625775,0.8649124629054404,0.7788517664074255,0.7758367712144439,0.8152448746354223,0.8119484011432907,0.9833184469752293,,,,,,,,,,
20,0.7400793692092227,0.7874960330938187,0.81917507278954,0.7763019716686315,0.829526694868227,0.8089945586011069,0.7913872491502963,0.8094381343974796,0.7973687623829403,0.8185144649421164,0.7874596136417065,0.8110168602178547,0.838618300470516,0.8550039781828701,0.8158936445481193,0.8130143708374811,0.8164448616080098,0.8341269413807408,0.8390117115552003,0.807379522132,0.9735072126649683,,,,,,,,,
21,0.7401418228510063,0.7518782334072395,0.7849301598603846,0.7802830346215235,0.82382576408103,0.7971851186799942,0.7963260339369325,0.7820958027419656,0.7766990601012783,0.7938774777715986,0.7751094571572459,0.7768303949116724,0.7707992878479345,0.7971517638008347,0.8807588554681469,0.7693419600923868,0.7869292649603082,0.8015675484523879,0.8060450170870336,0.8917709417231857,0.7857861214994706,0.9680217770501501,,,,,,,,
22,0.7645143616029055,0.7918755849544012,0.8305936673508383,0.790981620936437,0.8532735804944385,0.8328550878278832,0.8171602601575306,0.8156929767098763,0.8001066399534423,0.841686717605519,0.8186685953265029,0.8104472162620944,0.8281101890846387,0.8682148281183332,0.8388744773047024,0.8184135900295239,0.8199426500859429,0.861278393670043,0.8555318825764452,0.8276740192334061,0.859795336270824,0.8176456725022049,0.9703460979158228,,,,,,,
23,0.7417231259101653,0.7758502675247834,0.8127981208297628,0.7987158084096494,0.8377852900865441,0.8123327696369849,0.80647499092006,0.8215196910746287,0.7975799987262958,0.8202503442064061,0.7966158982351288,0.8059006717187341,0.8247755879109601,0.8406226381750617,0.8803781715191751,0.809477891634367,0.8100436013878566,0.8246176543036666,0.8395623589131149,0.8650770640960505,0.8405525281080767,0.8775605806639594,0.8624598383770219,0.9289222754811703,,,,,,
24,0.7314754761162857,0.7532564577455375,0.7919348338988685,0.7743699161378398,0.8067011992413168,0.8011270280948521,0.790911401877778,0.7950708626050957,0.7876753533452039,0.8015102979651467,0.7792774578083711,0.7957716606608745,0.815002424218723,0.8159000661632076,0.8818526494836825,0.7979352156623868,0.7847072114312144,0.8044907614038174,0.8159751118499416,0.8565203157234297,0.8245286253901192,0.8547940180591749,0.8428451140058532,0.8963828296753298,0.9174872344483269,,,,,
25,0.7451965528785326,0.7899614379669486,0.8176108107755433,0.7842943591585305,0.8472020426888107,0.8405645025315667,0.8219614736642766,0.8261913905245484,0.8099147528447892,0.8339280275583504,0.816255598286345,0.8158833391285562,0.8111822665476612,0.8369984667256297,0.8263957609951437,0.8097730590034306,0.8021084305927074,0.8576207428042862,0.8584018024057065,0.8386833534906066,0.8428806729864171,0.8442008917674845,0.8747496358820103,0.8568114852427423,0.8130515737420404,0.9726928290848168,,,,
26,0.7406703599319755,0.7680044005270874,0.7809250849827899,0.764971250916085,0.8207650087179926,0.8010973149703537,0.7877608221559045,0.8029054371559505,0.7895583001315571,0.8042264794299142,0.7893264734048446,0.795468160383418,0.8247979107310034,0.8346497347065833,0.8102157306871293,0.8029815754629466,0.7969018410040909,0.8249629407127506,0.8197458370978562,0.8030307491795465,0.8205758771196703,0.8003129235190761,0.8224976583598745,0.8274295661435748,0.7986641274446379,0.8302380266082438,0.9215002808811421,,,
27,0.7430366878176223,0.7825561063918128,0.8123612119492096,0.7850400204004571,0.8565811479201509,0.8243259547817575,0.8060131957063519,0.8169306367852093,0.8004301600121904,0.8249637765740914,0.8018197176800709,0.8150531617499562,0.8173656903266466,0.8472716154589273,0.8308032030533448,0.8021369860441939,0.7925652079453388,0.8564161881791721,0.8565595589173978,0.8244779371838218,0.8505685403332479,0.8284621971445826,0.8657575725486779,0.8478624621548838,0.808497753649823,0.8963062127850636,0.8224377822737806,0.9837715027588446,,
28,0.7345557013127682,0.7648982770069134,0.8072360187411359,0.786900613946558,0.8237312015875421,0.8105469980873785,0.7902209150921794,0.7997821043813401,0.7909455180062921,0.8217847634964498,0.7970354700108387,0.8058892603280134,0.834581747698525,0.8589472605030002,0.8122617741484868,0.816894449791783,0.8297632443401664,0.8342233786904992,0.8333808528139575,0.7839299422225433,0.846738340983944,0.7852320310486146,0.8547802931121685,0.8443966661398636,0.8197929788254613,0.8274903762235952,0.8175562617604736,0.8298853409735791,0.9945352692954756,
29,0.751787495325714,0.7969579193355766,0.8264754801557469,0.7930529551211655,0.8536437754124467,0.8355222045230307,0.8157256883559585,0.8210614766697898,0.8006752179357606,0.8367016378673249,0.8131167541115318,0.8331489578912306,0.8342776637724901,0.8587723301041024,0.8292952642148534,0.8260844710265449,0.8179074442066683,0.8629905339386216,0.8716454201414423,0.8198806307324341,0.8675504829203872,0.8320369820044831,0.8819247276160177,0.854552192634313,0.8370637796998526,0.8696157340333575,0.8427239178202306,0.8738452254183751,0.8566713777544017,0.9120963687855886
