,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.9564360430833233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.7595117985754881,0.9415885639609277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7679163412279063,0.8288184494230725,0.9682934775180773,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.7511828143919433,0.786738141740494,0.842452576607025,0.9107508932869551,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.7455324135133503,0.7681034867726803,0.7921493050810783,0.7846928271982175,0.9837715027588446,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.7428345570945509,0.7727675896907055,0.8006038191974852,0.7792945804713334,0.8573908605958195,0.9063205674358535,,,,,,,,,,,,,,,,,,,,,,,,
6,0.7356789504337106,0.7741989750084841,0.8092211534138379,0.7870798557904334,0.8085510034095054,0.8034081157803331,0.9512701665048123,,,,,,,,,,,,,,,,,,,,,,,
7,0.7537323564469496,0.7738531600491567,0.8037002179157956,0.7723228607416018,0.7978992185025042,0.7957818835733772,0.776545919575299,0.9703377552867843,,,,,,,,,,,,,,,,,,,,,,
8,0.7565935062337981,0.7678103510330214,0.7877311524622459,0.7781179730928671,0.7969784856348779,0.7860996783382198,0.7696657638710748,0.8886403844805937,0.9745329956481477,,,,,,,,,,,,,,,,,,,,,
9,0.7450666521847321,0.7927636035441803,0.838704466157205,0.8147635586401567,0.8026569422055891,0.8058267348896517,0.8224794748543761,0.7928664936949467,0.7840564048605748,0.9764314010394098,,,,,,,,,,,,,,,,,,,,
10,0.7440704416202155,0.7747947675867344,0.8199141854177275,0.7951698831898067,0.7865631856731932,0.7922015172942497,0.808954091839758,0.7856841695088574,0.7807229039227029,0.8937192568585303,0.9513694322517209,,,,,,,,,,,,,,,,,,,
11,0.752605674648014,0.7781124599326753,0.8309757612144272,0.7902823298485002,0.8007539010718852,0.7992295084510309,0.807982239571285,0.8034456336163714,0.7918804432176665,0.8437589454904111,0.8186607912949689,0.9435194700747732,,,,,,,,,,,,,,,,,,
12,0.7426389184258506,0.7655972318164552,0.7993598398699254,0.7868978667726717,0.8238162994466799,0.806823459128615,0.7896821888675871,0.7940141047406287,0.803957612511897,0.8187786295498188,0.7815195976970648,0.8017258561345034,0.960622720217175,,,,,,,,,,,,,,,,,
13,0.7504237414575395,0.7791199688465733,0.8067853473904907,0.7902960933357229,0.826663956576111,0.8050049429288011,0.7984523520872948,0.7943993308771577,0.7896003329856819,0.832389490992741,0.7988021358280105,0.8158549554331229,0.8343385305988598,0.9471810931117051,,,,,,,,,,,,,,,,
14,0.7472704337090968,0.7619362865654112,0.8070647142077321,0.787974923343745,0.8202850061753748,0.8073210455403996,0.8119078329122911,0.799475161876485,0.7816937574488153,0.8026225841324919,0.7906206039546556,0.7996895228002581,0.8006058436809079,0.8079061079095472,0.9604396097401042,,,,,,,,,,,,,,,
