,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.8837328183437829,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.6890721602886118,0.9509485580801628,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7029521619749219,0.7728948900110708,0.9679548783927923,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.6872629381858038,0.7296239207562786,0.80966748630116,0.8954374479336236,,,,,,,,,,,,,,,,,,,,,,,,
4,0.709452187856975,0.7380526626833753,0.7576692208832948,0.7245032956425859,0.92323163016716,,,,,,,,,,,,,,,,,,,,,,,
5,0.7020119598447738,0.7317434416695773,0.7535855454613856,0.7221428449836739,0.7681957719032259,0.9264185397293141,,,,,,,,,,,,,,,,,,,,,,
6,0.6788229125847602,0.698370169239179,0.7026709315031365,0.6989358940462191,0.7148145199785969,0.7042249732227585,0.9609377300811938,,,,,,,,,,,,,,,,,,,,,
7,0.7250296222152529,0.7091792579454778,0.7343481628635792,0.711568604201039,0.7245695617937813,0.7272972178358218,0.7115426189900096,0.9865009190387611,,,,,,,,,,,,,,,,,,,,
8,0.716900538176272,0.7370559641797749,0.7854656478724733,0.7371960979550005,0.7852009863920193,0.7711107367995319,0.7127837056327306,0.7311256725903515,0.9224656446034966,,,,,,,,,,,,,,,,,,,
9,0.6998535484092193,0.7244888905589304,0.7493939069255843,0.7158112813079148,0.7639825813929477,0.7464545660597794,0.7032959182668791,0.7244497062542686,0.7806967711917784,0.996026188852353,,,,,,,,,,,,,,,,,,
10,0.7130717993914922,0.7309566031678548,0.7630010639974281,0.7277838341460678,0.7669831573736167,0.7482585597477134,0.7036195822920142,0.7234853422911826,0.7740316384152607,0.8838000873606059,0.9669606592839984,,,,,,,,,,,,,,,,,
11,0.7147559692734883,0.7496399738570204,0.7814138348173145,0.7351962319324039,0.8042344606055064,0.7860107102710857,0.7129668988038095,0.7373246200074615,0.8321577364077131,0.7931305650529251,0.791913200650999,0.9354644485786144,,,,,,,,,,,,,,,,
12,0.7168926660724754,0.7279897839495988,0.7654928161959074,0.7315925055084648,0.7816201972659579,0.7603821995450306,0.7039684131819565,0.7262311187947372,0.8009484172901634,0.8066832499615033,0.8276172253559655,0.8016552425889781,0.8492441714723562,,,,,,,,,,,,,,,
13,0.7030144903127906,0.7087691992855544,0.7226347138231072,0.7052704113333945,0.7201659889886808,0.723855696723038,0.7007190575522515,0.7563953294196035,0.7241195028906633,0.706692103449503,0.7252377880708585,0.7243162957233966,0.729976966311216,0.9656952753310639,,,,,,,,,,,,,,
14,0.7038584054888838,0.7134464506414366,0.7377776770497007,0.7111101510670453,0.7261180827510145,0.7346955068292883,0.7058864481592395,0.7735882792710701,0.741782861808331,0.7366457209509707,0.7353051971871778,0.7393704328760431,0.740518086168661,0.8278490323851674,0.8444531442083486,,,,,,,,,,,,,
