strain,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
1,245,230,261,105,302,156,27,303
1,245,230,261,105,302,156,300,255
1,245,230,261,105,302,156,317,160
2,245,230,261,105,302,156,317,255
7,245,230,261,105,302,156,317,303
1,245,230,261,105,302,225,27,160
1,245,230,261,105,302,225,27,303
1,245,230,261,105,302,225,317,160
1,245,230,261,105,302,225,317,303
1,245,230,261,105,302,255,317,303
1,245,230,261,113,296,175,317,303
1,245,230,261,113,302,84,317,303
1,245,230,261,114,111,84,317,255
1,245,230,261,114,111,84,317,303
2,245,230,261,114,296,84,317,303
1,245,230,261,114,296,236,317,255
1,245,230,261,114,300,84,300,255
2,245,230,261,114,302,84,317,255
2,245,230,261,114,302,84,317,303
2,245,230,261,114,302,169,300,303
16,245,230,261,114,302,236,317,255
4,245,230,261,114,302,236,317,303
1,245,230,261,114,302,255,317,255
2,245,230,261,114,302,255,317,303
1,245,230,261,120,111,149,317,303
1,245,230,261,120,111,196,317,303
1,245,230,261,120,296,196,317,303
1,245,230,261,120,296,236,317,255
1,245,230,261,120,302,149,317,255
2,245,230,261,120,302,149,317,303
1,245,230,261,120,302,169,317,303
1,245,230,261,120,302,196,317,255
7,245,230,261,120,302,196,317,303
1,245,230,261,120,302,238,317,303
1,245,230,261,120,302,255,311,255
1,245,230,261,120,302,255,317,303
1,245,230,261,130,302,149,317,255
2,245,230,261,130,302,149,317,303
1,245,230,261,130,302,169,243,303
2,245,230,261,130,302,196,243,303
6,245,230,261,130,302,236,300,255
1,245,230,261,151,302,238,317,303
1,245,230,261,151,302,255,300,255
