chord,cosine
0.623443354284583,0.19434080691603994
0.4643181884936695,0.10779568611541068
0.6123472521380646,0.18748456650861345
0.43051863248440814,0.09267314726846454
0.5731600381407659,0.16425622093743453
0.5682730286055097,0.16146711832439253
0.3980790551018397,0.07923347296007643
0.6248768305170432,0.19523553052103138
0.4832619212612287,0.11677104406403782
0.4671434130718966,0.10911149194753622
0.010039486997171472,5.0395691846394364e-05
0.6243970041342344,0.19493579999468813
0.46050473020407773,0.10603229317147767
0.4305184708045823,0.09267307328768803
0.3935990725142179,0.07746011509451167
0.5676645334087927,0.16112151300238464
0.6107686380985061,0.18651917027094345
0.5866417713937804,0.17207427650477825
0.6084069004072622,0.1850794936794058
0.562236197246368,0.1580547799013704
0.5641214963537484,0.1591165246276609
0.6273355744698614,0.19677496167582043
0.7388056894421937,0.27291691383562355
0.5871301559819059,0.17236089564706736
0.6357585779096995,0.20209449186598005
0.5876392156584538,0.1726599339884668
0.623732845019135,0.19452131696281771
0.5844073006871662,0.1707659500680353
0.36111232607440497,0.06520105854334934
0.6265752993534358,0.19629831000868103
0.44330173924418287,0.098258214053484
0.5261069513371398,0.13839427375809654
0.42178233910379376,0.08895017917610892
0.35827818425628893,0.06418162887531598
0.547915462608803,0.1501056876332445
0.5484073759592974,0.15037533302318473
0.3966180373043918,0.07865293876852508
0.6197275635853938,0.19203112259304156
0.48017000747241684,0.1152816159844664
0.4621389843427025,0.10678622547132277
0.017167054893181117,0.0001473538588945278
0.39218460390948656,0.07690438119035992
0.5615336692481584,0.15766003110983362
0.588256607731282,0.17302291996369634
0.41837122350480044,0.08751724841788422
0.5609632629751791,0.15733989294115402
0.6998793001404288,0.24491551906434106
0.5529815326337604,0.15289427785328402
0.5286040153390839,0.13971111287748894
0.4710426712661188,0.11094060482357404
0.5577335844262813,0.15553336985091426
0.646202029148971,0.2087885358203423
0.49718471883480814,0.12359632156852174
0.5591722591150823,0.156336818431151
0.4711442677864266,0.11098845978249028
0.5917195735276903,0.17506602567414742
0.838974175673941,0.3519388264633596
0.5807292156966148,0.1686232038777481
0.6643563890937927,0.22068471662382816
0.5971728402978008,0.17830770947222352
0.5891000416775122,0.17351941800008563
0.6526441267259072,0.2129721812239167
0.6224416865702896,0.19371682512051924
0.453432486547856,0.10280051564744719
0.595605293193505,0.1773728357418286
0.5703154412112037,0.1626298527672133
0.40983943941747997,0.0839841816744441
0.666911672577019,0.22238557243427826
0.5103778014536512,0.13024273754239313
0.5961414578794015,0.17769231980203637
0.46952475722051673,0.11022675381798275
0.4076643617536583,0.08309510983282753
0.5645651144663105,0.1593668780256644
0.5876612687801714,0.172672870179008
0.3521102940484492,0.06199082800203859
0.46803384085809024,0.10952783868709426
0.5624910886095525,0.1581981074140174
0.5468967081971143,0.14954799454110013
0.31084269508140944,0.04831159132143692
0.5903947154953607,0.17428296417213662
0.4625942294125924,0.10699670919328563
