accession,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
>CY066966,-0.011427673,-0.006818897,-0.0012248147,0.0009329801,-0.000706022,-0.00033093634,0.005512093,0.00037587,-0.00087973033,4.3712706e-05,-0.00020857774,-0.00033270527,-9.782398e-06,-4.390577e-05,-2.1821364e-05,0.00018112434,-0.00013780648,-0.00025616892,9.9353536e-05,-0.00013174611,-0.00022065906,-1.9972518e-05,0.00024294223,5.5457505e-05,-4.8050926e-05,-0.0005172935,-0.0002296173,-1.7782299e-05,-1.05037e-05,-8.061854e-05,-4.9058348e-05,8.781702e-05,-9.387359e-05,3.325264e-05,-0.00010198022,4.7432215e-05,-6.85232e-05,2.4351476e-07,8.6326596e-05,-0.00017721573,3.7989717e-05,-8.839277e-06,-6.9196874e-05,-5.942992e-06,4.1821335e-05,1.3672302e-05,5.4688367e-06,-9.238517e-05,0.00023828342,0.00017651767,-0.00011642458,5.145408e-05,-0.00027026865,-0.00019706058,-7.2226685e-05,0.00013923986,-0.0003564713,-0.000119419106,2.1330961e-05,-3.8635324e-05,0.0001049692,0.00010290483,-5.2437423e-05,2.1721788e-05,4.535251e-05,-0.0001987911,-0.00013122903,0.00019932492,0.00016711936,-5.519265e-05,-9.631796e-05,0.00020445677,-2.5249865e-05,-0.00015087675,-0.00014894444,3.1251295e-06,-0.00011530141,9.066905e-05,2.8202348e-05,8.0735066e-05,-0.00014110423,-4.4003423e-06,-0.00010578186,-2.5038528e-06,-4.6225836e-05,1.7465345e-05,1.5291587e-05,1.8118157e-05,1.9113757e-05,-0.00016268257,0.00015396453,-3.8535232e-05,3.315732e-05,0.000105587475,3.503168e-05,5.5361917e-05,-2.8408254e-05,9.838943e-06,-0.00024739798,0.00011798558
>CY066974,-0.011465022,-0.006675394,-0.0011537101,0.000834521,-0.00062858814,-0.00017671389,0.005456161,0.00032068437,-0.0008041625,8.147549e-05,-2.3975625e-05,-8.793848e-05,5.397774e-05,-6.927822e-05,-0.000118953176,9.961298e-05,-7.667938e-05,-8.182211e-05,0.000101911326,-6.447202e-05,-9.2083275e-05,0.00013200774,0.0001645378,0.00011851697,3.2160235e-05,-0.0004489024,-0.0002069751,-9.855283e-05,-0.00016565411,-0.0002420311,-6.926178e-05,-0.0002902075,7.164667e-05,3.3791854e-05,-0.0002224546,0.00030434763,-5.241166e-05,-0.00024939625,3.002317e-05,-4.286727e-05,-3.8299244e-05,8.5155094e-05,-0.00024158656,-3.7358146e-05,-2.4098497e-05,-2.8550194e-05,-3.1762276e-05,-3.4140285e-06,0.000116323696,-0.00011100352,-0.00034667962,0.00018338002,-0.00023685131,-0.00010090102,-0.00013201022,5.756097e-06,-0.00031881777,-0.00018043966,-6.368745e-05,-7.796795e-05,0.00010796872,0.0004154367,-0.00039812483,0.00011780671,0.00010820997,-0.00010557853,5.34666e-05,0.00024577347,0.0001263422,8.7442044e-05,-9.570245e-05,-4.7354475e-05,1.9995146e-05,-0.00011574473,-0.00013786608,8.176525e-05,-0.00014539441,9.3158575e-05,6.2460604e-05,0.00019174613,-5.922313e-05,-0.00017615122,-0.00016195157,-9.55439e-05,-0.000139841,-2.0041025e-05,-0.000108856846,0.00015358803,-4.808678e-05,8.5942454e-05,2.2782906e-05,-7.3667616e-05,0.000193884,-0.000108136635,5.3911077e-05,-1.0609402e-05,1.3848619e-05,1.9873236e-05,-6.661208e-05,0.00017215256
>CY066982,-0.011484876,-0.006605307,-0.0012390483,0.0009857867,-0.00060571905,-0.00014046025,0.0054312064,0.000408448,-0.00072925084,-3.5196077e-05,-4.271249e-05,-0.00024517774,-7.7256904e-05,-0.00022932731,-1.7864513e-05,8.918447e-05,-8.180897e-05,-0.00035746634,0.00011869695,-0.00019419547,6.122971e-05,-6.8819034e-05,0.00023131729,0.00010444391,1.5030109e-05,-0.0005129645,-0.00024178215,9.08223e-05,5.7377838e-05,-0.00011160582,0.0001221966,-4.2447216e-05,-6.713956e-05,0.0001368262,4.3114003e-05,0.0002897709,-3.9372855e-05,-8.677786e-06,6.989812e-05,5.2656156e-05,0.00022780517,0.00017418385,-5.493571e-05,5.903162e-07,-4.5849436e-05,-2.6415626e-05,-0.00012821647,0.000114247596,0.0002631833,-3.3784247e-05,-0.0002528486,2.376803e-05,-0.0004371293,-0.00011280845,-6.238114e-05,-5.5885772e-05,-0.0005520116,-0.00020451324,-0.00013659846,-0.000115362775,-0.00027801422,0.0002584854,-0.00041416247,-4.6935515e-05,-8.451442e-05,0.00012239254,0.00010637116,5.8260408e-05,0.00013222263,1.8682333e-05,1.5061554e-05,3.5515368e-05,7.558829e-05,-0.00017337689,-0.00030841946,-9.679341e-05,6.645758e-05,-3.9342347e-05,0.000112477406,0.0001147648,-3.1268388e-05,-0.0001830657,0.00011877267,0.00012342825,-0.0003898708,3.094286e-05,-0.00015240397,8.225171e-05,-7.7034274e-05,-0.00017736632,9.446333e-05,-0.00013524717,3.4250148e-05,-5.875981e-05,0.00017436678,0.00014077358,4.9208582e-05,-8.739243e-05,0.00013249238,-0.00011106758
>CY067038,-0.0114435805,-0.0064987703,-0.0011111826,0.00085521344,-0.00071232155,-0.00016017142,0.0055091516,0.00030404297,-0.00080729276,8.296718e-05,-0.0001365501,-8.325001e-05,-1.2901264e-05,-0.0001236338,-0.00010059151,0.00012060288,-0.00012100486,2.203156e-05,5.480136e-05,-5.350365e-05,2.0657242e-05,9.800348e-05,0.00012414985,0.00012274722,4.0797564e-05,-0.00044998844,-0.00025763566,-0.00018206902,-0.00014642473,-0.00024483012,1.9717709e-05,-0.00019986654,6.003725e-05,6.685854e-05,-0.00023587815,0.00025715478,-8.468298e-05,-0.00027254125,1.7362636e-05,-2.2992246e-05,-4.1699554e-05,3.864487e-06,-0.00017671494,-2.7456404e-05,2.870756e-06,-6.0698025e-05,-0.00016082358,-1.9846924e-05,6.3002364e-05,-0.00010703253,-0.0002299494,0.00018482457,-0.00025622942,-0.00011780555,-0.000113007096,-7.709776e-06,-0.0003086556,-2.7238946e-05,-4.340583e-05,-0.000120096855,0.0001515222,0.00036068127,-0.00046606915,0.00019409889,8.851892e-05,-4.414576e-05,5.1800747e-05,0.0002892272,7.786335e-05,0.00012616573,-7.253972e-05,-1.7032953e-06,5.874836e-05,-6.5118795e-05,-0.000115502866,0.00016497442,-9.201801e-05,5.9496953e-05,4.247631e-05,0.00024798638,-0.00010764892,-0.000112405294,-0.00016844054,-3.5518056e-05,-2.7046734e-05,9.1591406e-05,-0.00016195734,0.00019863334,-5.759315e-05,9.382909e-07,-4.2883807e-05,-7.1074115e-05,0.000278146,-6.5884116e-05,6.5711756e-05,9.6276875e-05,0.00014267572,1.722383e-05,-0.00012330357,0.00018364922
>CY067046,-0.011361149,-0.0068493215,-0.0012189,0.0009382127,-0.0007081167,-0.00030871303,0.0055069895,0.00039266728,-0.00090268295,7.043458e-05,-0.0001941294,-0.0002948758,1.6308042e-05,-6.9979265e-05,2.5032148e-05,0.00019190485,-0.00016646583,-0.00019838917,0.000102651255,-0.00011360244,-0.00018720697,-9.3285e-06,0.00025094298,9.877779e-06,-9.219895e-05,-0.00050850026,-0.00022582778,-9.863716e-05,3.2649863e-05,-0.00010042999,-0.00010267082,6.5549146e-05,-0.00013060901,3.296723e-05,-0.0001037455,0.00013577548,-1.4634484e-05,-2.7497845e-05,-6.694384e-06,-0.00023169447,-1.3713914e-05,5.8742145e-05,-0.000107977336,0.000115469375,8.606093e-05,-1.9222514e-05,-1.7860351e-05,-6.8488356e-05,0.00018197176,0.00020417942,-0.00011124605,5.0205927e-05,-0.0002607788,-0.00016960781,-0.00012815931,0.00013913492,-0.00035459426,-0.00018216515,1.52216035e-05,-5.5456294e-06,0.00013684164,7.989456e-05,-9.299182e-05,1.049099e-05,1.19966435e-05,-0.00023128257,-9.7750264e-05,0.0002477812,0.00017352708,-3.8562193e-05,-0.00014897207,0.00022045072,-7.108557e-06,-0.00010345948,-0.00019003365,5.135104e-05,-0.00013145848,0.00011593723,4.7914382e-05,0.00011560949,-0.00016627714,-6.566618e-06,-0.00020512324,-7.192155e-06,-3.60781e-05,-1.0395317e-05,2.4588313e-05,4.757476e-05,-2.7859805e-05,-0.0001409737,0.00016342424,-5.036039e-05,5.8179292e-05,8.573643e-05,-2.6180309e-05,9.625639e-05,1.2785465e-05,-1.3627628e-05,-0.00028175834,0.00010816167
>CY067054,-0.011490545,-0.006648864,-0.0012829092,0.0009637552,-0.0006268165,-0.00015185785,0.0055655222,0.00041782812,-0.00073986175,-7.63638e-06,-2.160829e-05,-0.00018905484,-3.5837293e-05,-0.0001822649,-5.8742375e-05,0.00013089053,-5.79773e-05,-0.0002669739,0.0001718305,-0.0001919455,8.474873e-05,-6.828741e-05,0.00017188932,0.00016238473,3.7934915e-05,-0.00050002337,-0.0003463106,0.00011005574,0.00010224527,-8.968502e-05,7.019045e-05,-5.4581258e-05,-0.00015267682,4.0008345e-05,-8.680383e-05,0.0001723064,4.6020294e-05,-8.618453e-05,-1.4860586e-05,5.4095293e-05,0.0002149377,0.00018006368,5.4862452e-05,-9.358004e-06,5.940595e-05,5.05267e-05,-0.000103645376,0.00019355465,0.00024345129,2.9273117e-05,-0.00030369477,-0.00010347612,-0.0004520039,-1.1062833e-05,-5.6436493e-05,-0.00011402635,-0.000493401,-0.00015532658,-8.727397e-05,-4.280039e-05,-0.00033535904,0.00019167285,-0.0003854545,-7.470449e-05,-1.5622e-05,0.00011111401,0.0001392448,8.186798e-05,0.00013621601,6.240007e-05,4.170931e-05,7.296993e-05,0.00012124768,-0.00013748124,-0.00018025754,-3.496179e-05,0.0001313574,-8.5429085e-05,9.745672e-05,0.00012032403,-8.6312575e-05,-0.00018649394,3.510701e-05,0.00016043041,-0.00034581104,4.456943e-05,-0.00011849795,9.297547e-05,-5.5050637e-05,-0.00013836211,2.372277e-05,-0.00014317181,0.00012875152,-4.951248e-05,0.00011030726,4.8553735e-05,7.861454e-06,-9.9571334e-05,9.020085e-05,-6.32067e-05
>CY067062,-0.011518921,-0.0067090476,-0.0012063461,0.00085120316,-0.00063202804,-0.000157998,0.005622893,0.00041285658,-0.00087038905,9.679518e-05,-0.00015445979,-0.00024890387,2.0250973e-05,-0.00016166092,-5.1693307e-05,0.00014177358,-0.00021237192,-0.00019721611,0.00014251421,-0.00014133,-3.882663e-05,7.3765623e-06,0.00018956148,0.00019471433,-3.8436483e-05,-0.00053066626,-0.00014898849,-6.8264184e-05,-0.00017872483,-0.00011668256,-5.1660096e-05,-0.00019341033,5.052986e-05,4.2513562e-05,-0.0002339873,0.0001816968,-0.00013154821,-0.00014579491,-2.3621837e-05,-1.4438548e-05,-5.2230847e-05,8.956006e-05,-0.00018739207,7.047172e-05,-0.00010493706,3.3058317e-05,-0.000121950885,3.722029e-05,0.00011482236,-0.00011290212,-0.0003947652,0.00018002988,-0.00010834087,-0.00014806872,-0.00014919862,8.3430405e-07,-0.00035556243,-2.2334863e-05,0.00010406138,-0.00010604391,7.665421e-05,0.00044313094,-0.00029954835,0.0001193897,0.000100934376,4.8642924e-06,-0.00016217229,0.00010824247,0.00012278251,0.0001436113,9.716032e-05,-4.089382e-06,-1.665329e-05,-3.965689e-05,-0.00011013663,0.000105289844,-0.00014777177,-9.257847e-06,7.234729e-05,0.00014253873,-0.00015032598,-0.00022822982,-0.00014660058,-4.138866e-05,-8.4992185e-05,9.658821e-06,-0.00013316241,0.00014110145,-0.000146382,0.0001688503,0.0001512242,-0.0001846838,0.00033581807,-2.3347191e-05,8.222366e-05,7.860401e-05,9.584523e-05,9.785309e-05,-0.0001356139,0.0001722994
>CY176577,-0.011218581,-0.0063586975,-0.0015047636,-0.0001495944,-0.00038326194,-0.00030296968,0.0038432833,0.00032728296,-0.00077501655,-1.5766753e-05,-6.597505e-06,-0.0005046163,-2.077656e-05,0.00017985186,0.00018283172,0.00036919254,-0.00034627508,3.34534e-05,0.00020292553,0.00014322471,0.0002426653,0.00017462361,-0.00031964586,0.00050904177,0.00023217572,0.0007244524,3.1658943e-05,9.350397e-05,0.00016805354,0.0007190566,-4.0999894e-05,-0.00044293085,0.00012958456,9.689364e-05,0.0005084351,-0.00015880904,-0.0002253542,9.370542e-05,-0.0007836281,0.00028230474,0.00011222341,0.00021233909,0.00039170848,-0.00036814605,-0.0003318402,-0.00012990029,-0.00010485875,-4.0278155e-06,-0.00030642786,6.908182e-05,0.0005686947,-0.00044219472,0.00018177288,0.00077384483,0.00012697691,5.713481e-06,0.0010765351,-6.3659914e-05,0.00021180556,0.00061382144,-0.0002479944,-0.0006874727,0.0008489688,-0.00015547975,-0.00015285873,0.00035342228,-0.00027125594,-0.00034773536,-1.1310163e-05,8.063134e-05,0.0003144804,-0.00014455547,-0.00059774274,-0.00022290823,-1.0758268e-05,0.00036793636,0.000536282,-0.00038763953,0.00026330393,-7.61721e-05,0.0001417895,0.0005551623,0.00066915946,3.0221461e-05,-0.00049742364,0.00077531964,0.00039137964,0.0003063519,-0.0003103701,0.00036421366,0.00015970902,-0.00022777943,0.00033903657,4.9132974e-05,-0.00019875162,0.0006968658,-0.00040682012,4.6600908e-05,3.4936187e-05,-0.00048705284
>CY176585,-0.011297496,-0.006712093,-0.0013725945,-0.0001860614,-0.00052831986,-0.000107532265,0.0038137585,0.0002429493,-0.0007060075,0.000100715515,-7.027094e-05,-0.0005500595,9.645508e-05,7.929999e-05,-7.5741795e-05,0.000113419526,-0.00029806944,-6.353592e-05,0.0003364368,5.4189604e-05,0.00025038997,7.872559e-06,-0.00017448037,0.00018757138,0.00014802792,0.00080342253,5.4762964e-05,0.00014851787,0.00052614737,0.0006744053,-3.8512346e-05,-0.0003044034,0.00031142737,3.9246366e-05,0.0003195664,-0.0002964191,-0.00029660368,-1.7057635e-05,-0.00033167872,0.0004138733,-1.9939516e-06,9.046198e-05,0.00026867766,-0.00022897942,-0.00015340553,8.021882e-05,0.0004387192,-0.00017187952,-0.00045611648,2.361811e-05,0.00084712316,-0.00068740227,0.0003402925,0.00077570946,0.00037354935,-7.700548e-05,0.0014260081,0.00018057342,0.00029719115,0.000745146,-4.2841388e-05,-0.0009675033,0.0007621468,0.00023039508,-5.9815207e-05,0.00015438408,-0.0005869731,-0.00057969155,-4.9885075e-05,1.7337812e-05,0.00041312957,-0.0001547387,-0.0003108258,-0.00028381994,0.00027116828,0.00020925337,0.00032050908,-0.00036047577,0.00019984748,0.00037129284,0.00032274568,0.00032817564,0.00047413335,-1.8155888e-06,-6.592128e-06,0.00034740526,0.00040203574,9.47072e-05,-0.00040725435,0.00027264256,2.2479311e-05,-0.00020284434,0.00034706714,0.00019033298,1.0912871e-05,0.00030924895,-0.00023331062,0.00015105066,0.00033883494,-0.00023319539
>CY176593,-0.011288512,-0.006558394,-0.0011915981,-6.2521417e-06,-0.00047868106,-3.537625e-05,0.003687857,0.00016189984,-0.0006852261,0.00012439395,-4.0501476e-05,-0.00042947498,2.01724e-05,7.2726194e-05,-2.5523198e-06,-1.1203454e-05,-0.00018757865,5.3373962e-05,0.000294567,6.0472e-06,0.00014983852,3.1866126e-05,-0.00021686264,0.00014093056,0.00019753398,0.0008261882,0.00020803954,0.000244492,0.00052649033,0.0006596704,-0.00015154642,-0.00027413425,0.0004268022,-5.7932462e-05,0.00033135756,-0.00041111364,-0.00022536887,-1.6307968e-05,-0.00027843448,0.0004172244,-9.331324e-05,2.8172157e-05,0.00038147287,-0.00017437516,8.965342e-06,2.8864233e-05,0.0003148937,-9.645289e-05,-0.0003836324,-1.7612949e-05,0.00092781126,-0.0005031993,0.00034025227,0.0006239292,0.00050429575,-0.00014070976,0.0015716265,0.00033774326,0.00029706804,0.00079789106,-8.820192e-05,-0.00082946394,0.000782431,0.0002144577,-9.889227e-05,0.00016838062,-0.000682599,-0.00046738022,-0.00010032555,7.2195704e-05,0.0004700673,-0.00020594102,-0.00027909403,-0.00029000625,0.0002531488,0.00014458936,0.000292218,-0.00044309848,0.00021309787,0.00034235013,0.0003396179,0.0003699646,0.00039459148,-5.415827e-05,-6.806898e-05,0.00045485594,0.00033885075,0.00021690746,-0.00040047715,5.4858676e-05,-9.492417e-06,-7.393448e-05,0.00025932776,0.00019083502,1.0146892e-05,0.00031526986,-9.2593065e-05,0.00021582434,0.00036727666,-0.00024897687
