cluster,,215,55,58,88,51,47,238
supercluster,,156,152,151,155,153,154,150
cluster,supercluster,,,,,,,
215,156,0.0,0.9860335684135786,0.9839169684443207,0.8693999941981614,0.9845639159252518,0.9830382426118642,0.9614188203876362
55,152,0.9860335684135786,0.0,0.013920419643119786,0.9975913369447275,0.013920419643119786,0.2062053361646729,0.885703879151634
58,151,0.9839169684443207,0.013920419643119786,0.0,0.9980659683438228,0.009284975285272785,0.2082892095095193,0.8854785392874008
88,155,0.8693999941981614,0.9975913369447275,0.9980659683438228,0.0,1.0,0.979797366535206,0.9671814063884228
51,153,0.9845639159252518,0.013920419643119786,0.009284975285272785,1.0,0.0,0.21225673477738585,0.8867801095773912
47,154,0.9830382426118642,0.2062053361646729,0.2082892095095193,0.979797366535206,0.21225673477738585,1.489562834702891e-16,0.8731994563335157
238,150,0.9614188203876362,0.885703879151634,0.8854785392874008,0.9671814063884228,0.8867801095773912,0.8731994563335157,0.0
