cluster,,99,100,278,111,84,119,106,277
supercluster,,185,185,187,188,186,183,184,182
cluster,supercluster,,,,,,,,
99,185,0.0,0.24908424908424895,0.9560439560439561,0.9688644688644689,0.25274725274725285,0.28571428571428575,0.1721611721611721,0.6630036630036629
100,185,0.24908424908424895,0.0,0.8882783882783885,0.9340659340659342,0.012820512820512747,0.08791208791208782,0.24175824175824187,0.7179487179487182
278,187,0.9560439560439561,0.8882783882783885,0.0,0.6300366300366299,0.8846153846153846,0.880952380952381,0.9652014652014653,0.9560439560439561
111,188,0.9688644688644689,0.9340659340659342,0.6300366300366299,0.0,0.9377289377289377,0.9322344322344324,1.0,0.9377289377289377
84,186,0.25274725274725285,0.012820512820512747,0.8846153846153846,0.9377289377289377,0.0,0.09157509157509172,0.23809523809523797,0.7106227106227107
119,183,0.28571428571428575,0.08791208791208782,0.880952380952381,0.9322344322344324,0.09157509157509172,0.0,0.28571428571428575,0.7289377289377291
106,184,0.1721611721611721,0.24175824175824187,0.9652014652014653,1.0,0.23809523809523797,0.28571428571428575,0.0,0.6520146520146519
277,182,0.6630036630036629,0.7179487179487182,0.9560439560439561,0.9377289377289377,0.7106227106227107,0.7289377289377291,0.6520146520146519,0.0
