segment,epsilon,DBCV
1,0.0,0.3169938285749705
1,0.1,0.8502359286051108
1,0.2,0.7712653872678712
1,0.3,0.6574910734969477
1,0.01,0.7700455359272009
1,0.02,0.8181981869576889
1,0.03,0.841123647950206
1,0.04,0.8645689620486232
1,0.05,0.8571662573954307
1,0.06,0.84925724731916
1,0.031,0.8384018273703405
1,0.032,0.8385704989609466
1,0.033,0.8415210665513851
1,0.034,0.8441308218542525
1,0.035,0.8440869372328712
1,0.036,0.8440157166002471
1,0.037,0.8493415902404543
1,0.038,0.8634000229788742
1,0.039,0.8631127780958758
1,0.04,0.8645689620486232
1,0.041,0.8645689620486232
1,0.042,0.8645689620486232
1,0.0391,0.8631127780958758
1,0.0392,0.8631127780958758
1,0.0393,0.8645689620486232
1,0.03991,0.8645689620486232
2,0.0,0.30605228116246697
2,0.1,0.8358467852926862
2,0.2,0.7889978477306328
2,0.3,0.727401898946377
2,0.01,0.6894856518671468
2,0.02,0.8342387716943354
2,0.03,0.8545802475014707
2,0.04,0.8433265147369715
2,0.05,0.8496910864006479
2,0.021,0.8353701140301937
2,0.022,0.8392841291543665
2,0.023,0.8441977682851495
2,0.024,0.8382509324231159
2,0.025,0.8403619048843467
2,0.026,0.8419624785338355
2,0.027,0.8582352957819964
2,0.028,0.8553327744970688
2,0.029,0.8561013983453597
2,0.0261,0.8419624785338355
2,0.0262,0.8419624785338355
2,0.0263,0.8450538806093337
2,0.0264,0.8453369976543619
2,0.0265,0.8453369976543619
2,0.0266,0.8453369976543619
2,0.0267,0.8453369976543619
2,0.02631,0.8450538806093337
3,0.0,0.31793890509854283
3,0.1,0.9030517261884983
3,0.2,0.7687310046428038
3,0.3,0.5802169074676499
3,0.01,0.8098616553193824
3,0.02,0.8823230077019122
3,0.03,0.8910451224165276
3,0.04,0.8964380673044461
3,0.05,0.918745257776441
3,0.06,0.9144646059272679
3,0.07,0.91616851912585
3,0.041,0.9080166679491591
3,0.042,0.9245135669864979
3,0.043,0.924012740605326
3,0.044,0.924012740605326
3,0.0411,0.9080166679491591
3,0.0412,0.9080166679491591
3,0.0413,0.917786917429642
3,0.0414,0.917786917429642
3,0.0415,0.917786917429642
3,0.0416,0.917786917429642
3,0.0417,0.9245135669864979
3,0.0418,0.9245135669864979
3,0.0419,0.9245135669864979
3,0.04191,0.9245135669864979
3,0.041991,0.9245135669864979
4,0.0,0.32095295205662616
4,0.1,0.9036828408995503
4,0.2,0.8697791792670255
4,0.3,0.7815484749518617
4,0.01,0.7872347888288372
4,0.02,0.8480961718991223
4,0.03,0.8592781576613839
4,0.04,0.9071958279908581
4,0.05,0.913059238944465
4,0.06,0.922991009627943
4,0.07,0.9128208990783128
4,0.08,0.9053702222563997
4,0.051,0.913059238944465
4,0.052,0.913059238944465
4,0.053,0.913059238944465
4,0.054,0.9140083190922204
4,0.055,0.9140083190922204
4,0.056,0.9130545520911454
4,0.057,0.9130545520911454
4,0.058,0.9130545520911454
4,0.059,0.9128860676250159
4,0.06,0.922991009627943
4,0.061,0.922991009627943
4,0.062,0.922991009627943
4,0.0591,0.9128860676250159
4,0.05891,0.9128860676250159
5,0.0,0.3379433284229054
5,0.1,0.848098169421236
5,0.2,0.7787703596655222
5,0.3,0.6217957832138594
5,0.01,0.7341689359208385
5,0.02,0.8368640833686511
5,0.03,0.8665771427647403
5,0.04,0.8629905417320676
5,0.05,0.8688908341958048
5,0.06,0.8626849124251448
5,0.07,0.8679266477331866
5,0.041,0.8621067627567602
5,0.042,0.8621067627567602
5,0.043,0.866226748323563
5,0.044,0.8664497068455979
5,0.045,0.8662163661188256
5,0.046,0.8686482575575989
5,0.047,0.8719332981834746
5,0.048,0.8715471981539697
5,0.049,0.8688908341958048
5,0.0461,0.8686482575575989
5,0.0462,0.8686482575575989
5,0.0463,0.8686482575575989
5,0.0464,0.8719332981834746
5,0.0465,0.8719332981834746
5,0.04691,0.8719332981834746
6,0.0,0.31720484872910526
6,0.1,0.8859449843601365
6,0.2,0.7914375000175415
6,0.3,0.6534769634630179
6,0.01,0.7616213720722785
6,0.02,0.8510557808340782
6,0.03,0.8860965235114888
6,0.04,0.8833800417948627
6,0.05,0.8784783290057137
6,0.021,0.8546106745653748
6,0.022,0.8579264499532773
6,0.023,0.8615855540149427
6,0.024,0.8680548429658259
6,0.025,0.8723378277687368
6,0.026,0.8723378277687368
6,0.027,0.887010878639237
6,0.028,0.8862935088714929
6,0.029,0.8851054321017088
6,0.0261,0.8723378277687368
6,0.0262,0.8723378277687368
6,0.0263,0.8723378277687368
6,0.0264,0.8787533049836065
6,0.0265,0.8787533049836065
6,0.0266,0.8787533049836065
6,0.0267,0.8796306112239831
6,0.02661,0.8787533049836065
7,0.0,0.34917173297398724
7,0.1,0.8420548811944639
7,0.2,0.7404353710906839
7,0.3,0.5789707118789136
7,0.01,0.7131459866515415
7,0.02,0.8255024584207005
7,0.03,0.837639466978181
7,0.04,0.839708418781988
7,0.05,0.8449402476649942
7,0.06,0.8418727550504576
7,0.07,0.8460794790984509
7,0.08,0.8522383514731577
7,0.09,0.8355123094429426
7,0.1,0.8420548811944639
7,0.071,0.8435317142922619
7,0.072,0.8435317142922619
7,0.073,0.8447388573877974
7,0.074,0.8444791360821342
7,0.075,0.853302363366111
7,0.076,0.853302363366111
7,0.077,0.8522383514731577
7,0.0741,0.8444791360821342
7,0.0742,0.8444791360821342
7,0.0743,0.8444791360821342
7,0.0744,0.8444791360821342
7,0.07391,0.8444791360821342
8,0.0,0.34150924363616425
8,0.1,0.8573236404567136
8,0.2,0.7668754937760337
8,0.3,0.6199602671680343
8,0.01,0.6751793322251973
8,0.02,0.8185779408647375
8,0.03,0.8371005103645076
8,0.04,0.8583384836506545
8,0.05,0.8502330261741226
8,0.06,0.8540692110224583
8,0.031,0.8334179065553553
8,0.032,0.8355661488531777
8,0.033,0.8378540236821839
8,0.034,0.8434973533447675
8,0.035,0.8445297259067754
8,0.036,0.8500622628045773
8,0.037,0.8503401962888213
8,0.038,0.8481757082609951
8,0.039,0.8595416420571067
8,0.04,0.8583384836506545
8,0.041,0.8547988289214219
8,0.0381,0.8481757082609951
8,0.0382,0.8481757082609951
8,0.0383,0.8481757082609951
8,0.0384,0.8595416420571067
8,0.03891,0.8595416420571067
