cluster,,70,255,254
supercluster,,167,170,166
cluster,supercluster,,,
70,167,0.0,0.8772269364086522,1.0
255,170,0.8772269364086522,0.0,0.9834894473223501
254,166,1.0,0.9834894473223501,0.0
