cluster,,44,47,43,46
supercluster,,22,17,20,17
cluster,supercluster,,,,
44,22,0.0,0.5314362293632916,0.6827008069345043,0.6679022554247098
47,17,0.5314362293632916,0.0,0.8635339739385817,0.5692452453594137
43,20,0.6827008069345043,0.8635339739385817,0.0,1.0
46,17,0.6679022554247098,0.5692452453594137,1.0,0.0
