segment,epsilon,DBCV
6,9.993e-05,0.4547026321516827
6,9.9991e-05,0.4547026321516827
7,0.0,0.5129866468304494
7,0.1,0.08772017026262356
7,0.2,0.12558184405100883
7,0.0,0.5129866468304494
7,0.01,0.4551186076150016
7,0.02,0.34338819784906627
7,0.0,0.5129866468304494
7,0.001,0.5061230476689819
7,0.002,0.5061230476689819
7,0.0,0.5129866468304494
7,0.0001,0.506254450958659
7,0.0002,0.506254450958659
7,0.0,0.5129866468304494
7,1e-05,0.506254450958659
7,2e-05,0.506254450958659
7,0.0,0.5129866468304494
7,1e-06,0.506254450958659
7,2e-06,0.506254450958659
7,0.0,0.5129866468304494
7,1e-07,0.506254450958659
7,2e-07,0.506254450958659
7,0.0,0.5129866468304494
7,1e-08,0.5129866468304494
7,2e-08,0.5129866468304494
7,0.0,0.5129866468304494
7,0.0,0.5129866468304494
8,0.0,0.49295110869791803
8,0.1,0.06044576989594606
8,0.2,0.09771423120739313
8,0.0,0.49295110869791803
8,0.01,0.4535303762422067
8,0.02,0.30686541455133354
8,0.0,0.49295110869791803
8,0.001,0.49206828288316756
8,0.002,0.4920145651266123
8,0.0,0.49295110869791803
8,0.0001,0.49295110869791803
8,0.0002,0.49295110869791803
8,0.0,0.49295110869791803
8,1e-05,0.49295110869791803
8,2e-05,0.49295110869791803
8,0.0,0.49295110869791803
8,1e-06,0.49295110869791803
8,2e-06,0.49295110869791803
8,0.0,0.49295110869791803
8,1e-07,0.49295110869791803
8,2e-07,0.49295110869791803
8,0.0,0.49295110869791803
8,1e-08,0.49295110869791803
8,2e-08,0.49295110869791803
8,0.0,0.49295110869791803
8,0.0,0.49295110869791803
