cluster,,45,48,43,47
supercluster,,22,17,20,17
cluster,supercluster,,,,
45,22,0.0,0.966604823747681,0.7087198515769945,0.9369202226345082
48,17,0.966604823747681,0.0,0.948051948051948,0.5528756957328385
43,20,0.7087198515769945,0.948051948051948,0.0,1.0
47,17,0.9369202226345082,0.5528756957328385,1.0,0.0
