cluster,,48,46,47,45
supercluster,,21,17,20,17
cluster,supercluster,,,,
48,21,0.0,0.9876995155294477,0.8862969062361711,0.9882125470694904
46,17,0.9876995155294477,0.0,1.0,0.7027006648366734
47,20,0.8862969062361711,1.0,1.4960724816736038e-16,0.9684835246985456
45,17,0.9882125470694904,0.7027006648366734,0.9684835246985456,0.0
