cluster,,48,46,47,45
supercluster,,21,17,20,17
cluster,supercluster,,,,
48,21,0.0,0.5576058258624191,0.5333797545478284,0.6977978936373923
46,17,0.5576058258624191,0.0,0.8598079322250269,0.5814837380682972
47,20,0.5333797545478284,0.8598079322250267,0.0,1.0
45,17,0.6977978936373923,0.5814837380682972,1.0,0.0
